State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,CUDDALORE,2008,Whole Year,Tapioca,16258,20966
Tamil Nadu,CUDDALORE,2008,Whole Year,Coconut,7307,15478
Tamil Nadu,CUDDALORE,2008,Whole Year,Cashewnut,3794,6230
Tamil Nadu,CUDDALORE,2008,Whole Year,Turmeric,10298,32309
Tamil Nadu,CUDDALORE,2008,Whole Year,Onion,10615,30587
Tamil Nadu,CUDDALORE,2008,Whole Year,Dry chillies,5898,10107
Tamil Nadu,CUDDALORE,2008,Whole Year,Coriander,917,2059
Tamil Nadu,CUDDALORE,2008,Whole Year,Castor seed,5200,15161
Tamil Nadu,CUDDALORE,2008,Summer,Rice,62531,280058
Tamil Nadu,CUDDALORE,2008,Summer,Groundnut,20059,32049
Tamil Nadu,CUDDALORE,2008,Summer,Sesamum,13676,22327
Tamil Nadu,CUDDALORE,2008,Summer,Sunflower,4455,9065
Tamil Nadu,CUDDALORE,2008,Summer,Black gram,8491,21662
Tamil Nadu,CUDDALORE,2009,Kharif,Rice,53234,133804
Tamil Nadu,CUDDALORE,2009,Kharif,Maize,46639,203284
Tamil Nadu,CUDDALORE,2009,Kharif,Groundnut,36823,67040
Tamil Nadu,CUDDALORE,2009,Kharif,Jowar,13471,10440
Tamil Nadu,CUDDALORE,2009,Kharif,Bajra,3218,3675
Tamil Nadu,CUDDALORE,2009,Kharif,Ragi,14507,25813
Tamil Nadu,CUDDALORE,2009,Kharif,Moong(Green Gram),32466,23124
Tamil Nadu,CUDDALORE,2009,Kharif,Urad,27855,31794
Tamil Nadu,CUDDALORE,2009,Kharif,Cotton(lint),29175,35066
Tamil Nadu,CUDDALORE,2009,Kharif,Sunflower,17264,28325
Tamil Nadu,CUDDALORE,2009,Rabi,Rice,31464,120084
Tamil Nadu,CUDDALORE,2009,Rabi,Gram,23225,18532
Tamil Nadu,CUDDALORE,2009,Rabi,Groundnut,46071,58572
Tamil Nadu,CUDDALORE,2009,Rabi,Maize,53699,296993
Tamil Nadu,CUDDALORE,2009,Rabi,Bajra,7647,13617
Tamil Nadu,CUDDALORE,2009,Rabi,Jowar,17037,20272
Tamil Nadu,CUDDALORE,2009,Rabi,Moong(Green Gram),38075,35596
Tamil Nadu,CUDDALORE,2009,Rabi,Urad,11981,10076
Tamil Nadu,CUDDALORE,2009,Rabi,Cotton(lint),26015,37388
Tamil Nadu,CUDDALORE,2009,Rabi,Ragi,9709,5492
Tamil Nadu,CUDDALORE,2009,Whole Year,Sugarcane,12464,1242781
Tamil Nadu,CUDDALORE,2009,Whole Year,Banana,6344,245806
Tamil Nadu,CUDDALORE,2009,Whole Year,Tapioca,7225,21267
Tamil Nadu,CUDDALORE,2009,Whole Year,Coconut,19306,55888
Tamil Nadu,CUDDALORE,2009,Whole Year,Cashewnut,995,3198
Tamil Nadu,CUDDALORE,2009,Whole Year,Turmeric,13424,19453
Tamil Nadu,CUDDALORE,2009,Whole Year,Onion,8213,24587
Tamil Nadu,CUDDALORE,2009,Whole Year,Dry chillies,11509,28443
Tamil Nadu,CUDDALORE,2009,Whole Year,Coriander,14337,14517
Tamil Nadu,CUDDALORE,2009,Whole Year,Castor seed,13032,8566
Tamil Nadu,CUDDALORE,2009,Summer,Rice,155569,575707
Tamil Nadu,CUDDALORE,2009,Summer,Groundnut,36219,47851
Tamil Nadu,CUDDALORE,2009,Summer,Sesamum,19905,64781
Tamil Nadu,CUDDALORE,2009,Summer,Sunflower,11816,34448
Tamil Nadu,CUDDALORE,2009,Summer,Black gram,825,1579
Tamil Nadu,CUDDALORE,2010,Kharif,Rice,53277,218857
Tamil Nadu,CUDDALORE,2010,Kharif,Maize,10739,60712
Tamil Nadu,CUDDALORE,2010,Kharif,Groundnut,23430,66466
Tamil Nadu,CUDDALORE,2010,Kharif,Jowar,578,1553
Tamil Nadu,CUDDALORE,2010,Kharif,Bajra,1785,6750
Tamil Nadu,CUDDALORE,2010,Kharif,Ragi,10738,37048
Tamil Nadu,CUDDALORE,2010,Kharif,Moong(Green Gram),1036,687
Tamil Nadu,CUDDALORE,2010,Kharif,Urad,3588,1638
Tamil Nadu,CUDDALORE,2010,Kharif,Cotton(lint),21572,41288
Tamil Nadu,CUDDALORE,2010,Kharif,Sunflower,18756,59321
Tamil Nadu,CUDDALORE,2010,Rabi,Rice,158350,500385
Tamil Nadu,CUDDALORE,2010,Rabi,Gram,18127,9961
Tamil Nadu,CUDDALORE,2010,Rabi,Groundnut,18187,41615
Tamil Nadu,CUDDALORE,2010,Rabi,Maize,40709,261215
Tamil Nadu,CUDDALORE,2010,Rabi,Bajra,17155,22114
Tamil Nadu,CUDDALORE,2010,Rabi,Jowar,13871,43267
Tamil Nadu,CUDDALORE,2010,Rabi,Moong(Green Gram),33711,19308
Tamil Nadu,CUDDALORE,2010,Rabi,Urad,30410,28759
Tamil Nadu,CUDDALORE,2010,Rabi,Cotton(lint),25512,30493
Tamil Nadu,CUDDALORE,2010,Rabi,Ragi,1170,3918
Tamil Nadu,CUDDALORE,2010,Whole Year,Sugarcane,25068,2851314
Tamil Nadu,CUDDALORE,2010,Whole Year,Banana,5962,321944
Tamil Nadu,CUDDALORE,2010,Whole Year,Tapioca,5142,10483
Tamil Nadu,CUDDALORE,2010,Whole Year,Coconut,18014,48014
Tamil Nadu,CUDDALORE,2010,Whole Year,Cashewnut,9961,24493
Tamil Nadu,CUDDALORE,2010,Whole Year,Turmeric,12069,15507
Tamil Nadu,CUDDALORE,2010,Whole Year,Onion,6505,8099
Tamil Nadu,CUDDALORE,2010,Whole Year,Dry chillies,3659,5843
Tamil Nadu,CUDDALORE,2010,Whole Year,Coriander,9064,10182
Tamil Nadu,CUDDALORE,2010,Whole Year,Castor seed,13608,39373
Tamil Nadu,CUDDALORE,2010,Summer,Rice,139163,495012
Tamil Nadu,CUDDALORE,2010,Summer,Groundnut,71747,195009
Tamil Nadu,CUDDALORE,2010,Summer,Sesamum,445,859
Tamil Nadu,CUDDALORE,2010,Summer,Sunflower,9824,28214
Tamil Nadu,CUDDALORE,2010,Summer,Black gram,16179,53641
Tamil Nadu,CUDDALORE,2011,Kharif,Rice,12167,63812
Tamil Nadu,CUDDALORE,2011,Kharif,Maize,49968,324930
Tamil Nadu,CUDDALORE,2011,Kharif,Groundnut,39516,52992
Tamil Nadu,CUDDALORE,2011,Kharif,Jowar,4413,6388
Tamil Nadu,CUDDALORE,2011,Kharif,Bajra,1777,2247
Tamil Nadu,CUDDALORE,2011,Kharif,Ragi,5511,21741
Tamil Nadu,CUDDALORE,2011,Kharif,Moong(Green Gram),36858,25796
Tamil Nadu,CUDDALORE,2011,Kharif,Urad,23349,10497
Tamil Nadu,CUDDALORE,2011,Kharif,Cotton(lint),19318,26563
Tamil Nadu,CUDDALORE,2011,Kharif,Sunflower,14128,11655
Tamil Nadu,CUDDALORE,2011,Rabi,Rice,146524,495067
Tamil Nadu,CUDDALORE,2011,Rabi,Gram,6250,4667
Tamil Nadu,CUDDALORE,2011,Rabi,Groundnut,64791,165003
Tamil Nadu,CUDDALORE,2011,Rabi,Maize,48246,213843
Tamil Nadu,CUDDALORE,2011,Rabi,Bajra,18964,17425
Tamil Nadu,CUDDALORE,2011,Rabi,Jowar,5297,11890
Tamil Nadu,CUDDALORE,2011,Rabi,Moong(Green Gram),7328,5091
Tamil Nadu,CUDDALORE,2011,Rabi,Urad,8954,11722
Tamil Nadu,CUDDALORE,2011,Rabi,Cotton(lint),9001,4697
Tamil Nadu,CUDDALORE,2011,Rabi,Ragi,18364,38282
Tamil Nadu,CUDDALORE,2011,Whole Year,Sugarcane,14961,1685172
Tamil Nadu,CUDDALORE,2011,Whole Year,Banana,4780,132558
Tamil Nadu,CUDDALORE,2011,Whole Year,Tapioca,13538,62335
Tamil Nadu,CUDDALORE,2011,Whole Year,Coconut,15263,33736
Tamil Nadu,CUDDALORE,2011,Whole Year,Cashewnut,6746,17249
Tamil Nadu,CUDDALORE,2011,Whole Year,Turmeric,13645,32873
Tamil Nadu,CUDDALORE,2011,Whole Year,Onion,1821,4023
Tamil Nadu,CUDDALORE,2011,Whole Year,Dry chillies,8709,12476
Tamil Nadu,CUDDALORE,2011,Whole Year,Coriander,6103,6546
Tamil Nadu,CUDDALORE,2011,Whole Year,Castor seed,12903,10038
Tamil Nadu,CUDDALORE,2011,Summer,Rice,16587,55653
Tamil Nadu,CUDDALORE,2011,Summer,Groundnut,6502,16976
Tamil Nadu,CUDDALORE,2011,Summer,Sesamum,4000,12895
Tamil Nadu,CUDDALORE,2011,Summer,Sunflower,9243,19229
Tamil Nadu,CUDDALORE,2011,Summer,Black gram,9384,15774
Tamil Nadu,CUDDALORE,2012,Kharif,Rice,34932,114729
Tamil Nadu,CUDDALORE,2012,Kharif,Maize,20922,42227
Tamil Nadu,CUDDALORE,2012,Kharif,Groundnut,18683,25492
Tamil Nadu,CUDDALORE,2012,Kharif,Jowar,16355,14374
Tamil Nadu,CUDDALORE,2012,Kharif,Bajra,13105,7990
Tamil Nadu,CUDDALORE,2012,Kharif,Ragi,14509,23409
Tamil Nadu,CUDDALORE,2012,Kharif,Moong(Green Gram),21883,13927
Tamil Nadu,CUDDALORE,2012,Kharif,Urad,35746,24434
Tamil Nadu,CUDDALORE,2012,Kharif,Cotton(lint),15617,12344
Tamil Nadu,CUDDALORE,2012,Kharif,Sunflower,7901,19594
Tamil Nadu,CUDDALORE,2012,Rabi,Rice,129269,288641
Tamil Nadu,CUDDALORE,2012,Rabi,Gram,21914,15225
Tamil Nadu,CUDDALORE,2012,Rabi,Groundnut,23975,27265
Tamil Nadu,CUDDALORE,2012,Rabi,Maize,36772,135918
Tamil Nadu,CUDDALORE,2012,Rabi,Bajra,2413,3629
Tamil Nadu,CUDDALORE,2012,Rabi,Jowar,1615,1187
Tamil Nadu,CUDDALORE,2012,Rabi,Moong(Green Gram),19085,15823
Tamil Nadu,CUDDALORE,2012,Rabi,Urad,38126,24220
Tamil Nadu,CUDDALORE,2012,Rabi,Cotton(lint),24228,33457
Tamil Nadu,CUDDALORE,2012,Rabi,Ragi,17429,17814
Tamil Nadu,CUDDALORE,2012,Whole Year,Sugarcane,19712,1480801
Tamil Nadu,CUDDALORE,2012,Whole Year,Banana,8563,248980
Tamil Nadu,CUDDALORE,2012,Whole Year,Tapioca,1889,1496
Tamil Nadu,CUDDALORE,2012,Whole Year,Coconut,13359,30311
Tamil Nadu,CUDDALORE,2012,Whole Year,Cashewnut,4532,2758
Tamil Nadu,CUDDALORE,2012,Whole Year,Turmeric,1273,2986
Tamil Nadu,CUDDALORE,2012,Whole Year,Onion,18260,28419
Tamil Nadu,CUDDALORE,2012,Whole Year,Dry chillies,8987,9046
Tamil Nadu,CUDDALORE,2012,Whole Year,Coriander,15365,29759
Tamil Nadu,CUDDALORE,2012,Whole Year,Castor seed,19142,43044
Tamil Nadu,CUDDALORE,2012,Summer,Rice,65928,172018
Tamil Nadu,CUDDALORE,2012,Summer,Groundnut,14761,28048
Tamil Nadu,CUDDALORE,2012,Summer,Sesamum,11683,15387
Tamil Nadu,CUDDALORE,2012,Summer,Sunflower,13336,18988
Tamil Nadu,CUDDALORE,2012,Summer,Black gram,4423,10649
Tamil Nadu,CUDDALORE,2013,Kharif,Rice,177600,532863
Tamil Nadu,CUDDALORE,2013,Kharif,Maize,39431,123891
Tamil Nadu,CUDDALORE,2013,Kharif,Groundnut,42244,70182
Tamil Nadu,CUDDALORE,2013,Kharif,Jowar,6092,7958
Tamil Nadu,CUDDALORE,2013,Kharif,Bajra,10144,18371
Tamil Nadu,CUDDALORE,2013,Kharif,Ragi,17789,43228
Tamil Nadu,CUDDALORE,2013,Kharif,Moong(Green Gram),28682,38110
Tamil Nadu,CUDDALORE,2013,Kharif,Urad,22201,22581
Tamil Nadu,CUDDALORE,2013,Kharif,Cotton(lint),2313,2107
Tamil Nadu,CUDDALORE,2013,Kharif,Sunflower,8284,13758
Tamil Nadu,CUDDALORE,2013,Rabi,Rice,103599,423603
Tamil Nadu,CUDDALORE,2013,Rabi,Gram,3740,2167
Tamil Nadu,CUDDALORE,2013,Rabi,Groundnut,49264,140725
Tamil Nadu,CUDDALORE,2013,Rabi,Maize,3245,18230
Tamil Nadu,CUDDALORE,2013,Rabi,Bajra,6221,17645
Tamil Nadu,CUDDALORE,2013,Rabi,Jowar,15196,41673
Tamil Nadu,CUDDALORE,2013,Rabi,Moong(Green Gram),19893,22505
Tamil Nadu,CUDDALORE,2013,Rabi,Urad,36412,32329
Tamil Nadu,CUDDALORE,2013,Rabi,Cotton(lint),23796,40864
Tamil Nadu,CUDDALORE,2013,Rabi,Ragi,1698,6415
Tamil Nadu,CUDDALORE,2013,Whole Year,Sugarcane,30208,3039405
Tamil Nadu,CUDDALORE,2013,Whole Year,Banana,12396,532069
Tamil Nadu,CUDDALORE,2013,Whole Year,Tapioca,867,2458
Tamil Nadu,CUDDALORE,2013,Whole Year,Coconut,889,1484
Tamil Nadu,CUDDALORE,2013,Whole Year,Cashewnut,18204,30755
Tamil Nadu,CUDDALORE,2013,Whole Year,Turmeric,11733,43969
Tamil Nadu,CUDDALORE,2013,Whole Year,Onion,3332,3351
Tamil Nadu,CUDDALORE,2013,Whole Year,Dry chillies,11377,11064
Tamil Nadu,CUDDALORE,2013,Whole Year,Coriander,13073,42507
Tamil Nadu,CUDDALORE,2013,Whole Year,Castor seed,11168,14273
Tamil Nadu,CUDDALORE,2013,Summer,Rice,90424,323762
Tamil Nadu,CUDDALORE,2013,Summer,Groundnut,12197,28662
Tamil Nadu,CUDDALORE,2013,Summer,Sesamum,16382,25662
Tamil Nadu,CUDDALORE,2013,Summer,Sunflower,12843,12775
Tamil Nadu,CUDDALORE,2013,Summer,Black gram,10817,18039
Tamil Nadu,DHARMAPURI,1997,Kharif,Rice,61117,243560
Tamil Nadu,DHARMAPURI,1997,Kharif,Maize,14033,31493
Tamil Nadu,DHARMAPURI,1997,Kharif,Groundnut,46692,85855
Tamil Nadu,DHARMAPURI,1997,Kharif,Jowar,15724,10006
Tamil Nadu,DHARMAPURI,1997,Kharif,Bajra,4736,15788
Tamil Nadu,DHARMAPURI,1997,Kharif,Ragi,8554,10895
Tamil Nadu,DHARMAPURI,1997,Kharif,Moong(Green Gram),26068,9742
Tamil Nadu,DHARMAPURI,1997,Kharif,Urad,6684,3775
Tamil Nadu,DHARMAPURI,1997,Kharif,Cotton(lint),22916,17764
Tamil Nadu,DHARMAPURI,1997,Kharif,Sunflower,10560,29392
Tamil Nadu,DHARMAPURI,1997,Rabi,Rice,28358,73560
Tamil Nadu,DHARMAPURI,1997,Rabi,Gram,7081,6262
Tamil Nadu,DHARMAPURI,1997,Rabi,Groundnut,45674,93943
Tamil Nadu,DHARMAPURI,1997,Rabi,Maize,17655,99758
Tamil Nadu,DHARMAPURI,1997,Rabi,Bajra,15152,21921
Tamil Nadu,DHARMAPURI,1997,Rabi,Jowar,3032,5866
Tamil Nadu,DHARMAPURI,1997,Rabi,Moong(Green Gram),5600,4446
Tamil Nadu,DHARMAPURI,1997,Rabi,Urad,12645,13682
Tamil Nadu,DHARMAPURI,1997,Rabi,Cotton(lint),3009,3234
Tamil Nadu,DHARMAPURI,1997,Rabi,Ragi,11638,21355
Tamil Nadu,DHARMAPURI,1997,Whole Year,Sugarcane,13704,1332948
Tamil Nadu,DHARMAPURI,1997,Whole Year,Banana,5322,168317
Tamil Nadu,DHARMAPURI,1997,Whole Year,Tapioca,2018,2219
Tamil Nadu,DHARMAPURI,1997,Whole Year,Coconut,334,884
Tamil Nadu,DHARMAPURI,1997,Whole Year,Cashewnut,3083,4456
Tamil Nadu,DHARMAPURI,1997,Whole Year,Turmeric,15001,11207
Tamil Nadu,DHARMAPURI,1997,Whole Year,Onion,8926,18988
Tamil Nadu,DHARMAPURI,1997,Whole Year,Dry chillies,8894,6436
Tamil Nadu,DHARMAPURI,1997,Whole Year,Coriander,7713,26066
Tamil Nadu,DHARMAPURI,1997,Whole Year,Castor seed,3283,5607
Tamil Nadu,DHARMAPURI,1997,Summer,Rice,25542,92345
Tamil Nadu,DHARMAPURI,1997,Summer,Groundnut,28485,72726
Tamil Nadu,DHARMAPURI,1997,Summer,Sesamum,4312,12892
Tamil Nadu,DHARMAPURI,1997,Summer,Sunflower,3791,12197
Tamil Nadu,DHARMAPURI,1997,Summer,Black gram,2165,6287
Tamil Nadu,DHARMAPURI,1998,Kharif,Rice,112844,354188
Tamil Nadu,DHARMAPURI,1998,Kharif,Maize,1208,3463
Tamil Nadu,DHARMAPURI,1998,Kharif,Groundnut,8181,15841
Tamil Nadu,DHARMAPURI,1998,Kharif,Jowar,3377,2671
Tamil Nadu,DHARMAPURI,1998,Kharif,Bajra,14572,42237
Tamil Nadu,DHARMAPURI,1998,Kharif,Ragi,13357,36580
Tamil Nadu,DHARMAPURI,1998,Kharif,Moong(Green Gram),8682,4393
Tamil Nadu,DHARMAPURI,1998,Kharif,Urad,11178,8968
Tamil Nadu,DHARMAPURI,1998,Kharif,Cotton(lint),22916,13389
Tamil Nadu,DHARMAPURI,1998,Kharif,Sunflower,11207,29068
Tamil Nadu,DHARMAPURI,1998,Rabi,Rice,123696,298254
Tamil Nadu,DHARMAPURI,1998,Rabi,Gram,29643,26041
Tamil Nadu,DHARMAPURI,1998,Rabi,Groundnut,10775,13092
Tamil Nadu,DHARMAPURI,1998,Rabi,Maize,6518,24265
Tamil Nadu,DHARMAPURI,1998,Rabi,Bajra,4375,3281
Tamil Nadu,DHARMAPURI,1998,Rabi,Jowar,13909,36805
Tamil Nadu,DHARMAPURI,1998,Rabi,Moong(Green Gram),18605,10231
Tamil Nadu,DHARMAPURI,1998,Rabi,Urad,21105,19236
Tamil Nadu,DHARMAPURI,1998,Rabi,Cotton(lint),18057,13498
Tamil Nadu,DHARMAPURI,1998,Rabi,Ragi,13479,27553
Tamil Nadu,DHARMAPURI,1998,Whole Year,Sugarcane,23107,1786316
Tamil Nadu,DHARMAPURI,1998,Whole Year,Banana,1543,46585
Tamil Nadu,DHARMAPURI,1998,Whole Year,Tapioca,15274,14309
Tamil Nadu,DHARMAPURI,1998,Whole Year,Coconut,1733,5522
Tamil Nadu,DHARMAPURI,1998,Whole Year,Cashewnut,12661,15477
Tamil Nadu,DHARMAPURI,1998,Whole Year,Turmeric,13798,24751
Tamil Nadu,DHARMAPURI,1998,Whole Year,Onion,10645,30938
Tamil Nadu,DHARMAPURI,1998,Whole Year,Dry chillies,7297,24891
Tamil Nadu,DHARMAPURI,1998,Whole Year,Coriander,11638,20446
Tamil Nadu,DHARMAPURI,1998,Whole Year,Castor seed,13145,17579
Tamil Nadu,DHARMAPURI,1998,Summer,Rice,44275,162325
Tamil Nadu,DHARMAPURI,1998,Summer,Groundnut,39247,57097
Tamil Nadu,DHARMAPURI,1998,Summer,Sesamum,6399,20882
Tamil Nadu,DHARMAPURI,1998,Summer,Sunflower,834,2030
Tamil Nadu,DHARMAPURI,1998,Summer,Black gram,12449,7974
Tamil Nadu,DHARMAPURI,1999,Kharif,Rice,23471,70794
Tamil Nadu,DHARMAPURI,1999,Kharif,Maize,32203,115549
Tamil Nadu,DHARMAPURI,1999,Kharif,Groundnut,27365,54230
Tamil Nadu,DHARMAPURI,1999,Kharif,Jowar,17041,16808
Tamil Nadu,DHARMAPURI,1999,Kharif,Bajra,7569,12026
Tamil Nadu,DHARMAPURI,1999,Kharif,Ragi,7466,13962
Tamil Nadu,DHARMAPURI,1999,Kharif,Moong(Green Gram),27201,16598
Tamil Nadu,DHARMAPURI,1999,Kharif,Urad,11308,8281
Tamil Nadu,DHARMAPURI,1999,Kharif,Cotton(lint),6791,3839
Tamil Nadu,DHARMAPURI,1999,Kharif,Sunflower,12969,37932
Tamil Nadu,DHARMAPURI,1999,Rabi,Rice,112237,432647
Tamil Nadu,DHARMAPURI,1999,Rabi,Gram,14885,15701
Tamil Nadu,DHARMAPURI,1999,Rabi,Groundnut,26621,62404
Tamil Nadu,DHARMAPURI,1999,Rabi,Maize,18507,41818
Tamil Nadu,DHARMAPURI,1999,Rabi,Bajra,3535,7583
Tamil Nadu,DHARMAPURI,1999,Rabi,Jowar,9107,13967
Tamil Nadu,DHARMAPURI,1999,Rabi,Moong(Green Gram),14083,8340
Tamil Nadu,DHARMAPURI,1999,Rabi,Urad,5476,4628
Tamil Nadu,DHARMAPURI,1999,Rabi,Cotton(lint),3761,4458
Tamil Nadu,DHARMAPURI,1999,Rabi,Ragi,2423,7587
Tamil Nadu,DHARMAPURI,1999,Whole Year,Sugarcane,33177,3149291
Tamil Nadu,DHARMAPURI,1999,Whole Year,Banana,7095,203681
Tamil Nadu,DHARMAPURI,1999,Whole Year,Tapioca,7608,11361
Tamil Nadu,DHARMAPURI,1999,Whole Year,Coconut,11615,17695
Tamil Nadu,DHARMAPURI,1999,Whole Year,Cashewnut,4665,14504
Tamil Nadu,DHARMAPURI,1999,Whole Year,Turmeric,7498,24397
Tamil Nadu,DHARMAPURI,1999,Whole Year,Onion,13365,14698
Tamil Nadu,DHARMAPURI,1999,Whole Year,Dry chillies,7359,19554
Tamil Nadu,DHARMAPURI,1999,Whole Year,Coriander,6496,12603
Tamil Nadu,DHARMAPURI,1999,Whole Year,Castor seed,1003,2437
Tamil Nadu,DHARMAPURI,1999,Summer,Rice,103362,431093
Tamil Nadu,DHARMAPURI,1999,Summer,Groundnut,31547,54817
Tamil Nadu,DHARMAPURI,1999,Summer,Sesamum,713,580
Tamil Nadu,DHARMAPURI,1999,Summer,Sunflower,1201,3895
Tamil Nadu,DHARMAPURI,1999,Summer,Black gram,3979,12833
Tamil Nadu,DHARMAPURI,2000,Kharif,Rice,105232,337682
Tamil Nadu,DHARMAPURI,2000,Kharif,Maize,17400,57088
Tamil Nadu,DHARMAPURI,2000,Kharif,Groundnut,28302,36262
Tamil Nadu,DHARMAPURI,2000,Kharif,Jowar,15497,24966
Tamil Nadu,DHARMAPURI,2000,Kharif,Bajra,2057,1475
Tamil Nadu,DHARMAPURI,2000,Kharif,Ragi,2491,7071
Tamil Nadu,DHARMAPURI,2000,Kharif,Moong(Green Gram),12510,9698
Tamil Nadu,DHARMAPURI,2000,Kharif,Urad,10743,9949
Tamil Nadu,DHARMAPURI,2000,Kharif,Cotton(lint),3352,5611
Tamil Nadu,DHARMAPURI,2000,Kharif,Sunflower,5953,5772
Tamil Nadu,DHARMAPURI,2000,Rabi,Rice,32413,116794
Tamil Nadu,DHARMAPURI,2000,Rabi,Gram,3742,3321
Tamil Nadu,DHARMAPURI,2000,Rabi,Groundnut,35939,53746
Tamil Nadu,DHARMAPURI,2000,Rabi,Maize,1948,7760
Tamil Nadu,DHARMAPURI,2000,Rabi,Bajra,4011,9832
Tamil Nadu,DHARMAPURI,2000,Rabi,Jowar,12397,43663
Tamil Nadu,DHARMAPURI,2000,Rabi,Moong(Green Gram),12321,14693
Tamil Nadu,DHARMAPURI,2000,Rabi,Urad,17106,16581
Tamil Nadu,DHARMAPURI,2000,Rabi,Cotton(lint),22078,8586
Tamil Nadu,DHARMAPURI,2000,Rabi,Ragi,10770,18565
Tamil Nadu,DHARMAPURI,2000,Whole Year,Sugarcane,12164,926773
Tamil Nadu,DHARMAPURI,2000,Whole Year,Banana,5735,224961
Tamil Nadu,DHARMAPURI,2000,Whole Year,Tapioca,6081,4507
Tamil Nadu,DHARMAPURI,2000,Whole Year,Coconut,14148,23531
Tamil Nadu,DHARMAPURI,2000,Whole Year,Cashewnut,6165,4028
Tamil Nadu,DHARMAPURI,2000,Whole Year,Turmeric,13309,32582
Tamil Nadu,DHARMAPURI,2000,Whole Year,Onion,12627,39497
Tamil Nadu,DHARMAPURI,2000,Whole Year,Dry chillies,707,2021
Tamil Nadu,DHARMAPURI,2000,Whole Year,Coriander,9675,11126
Tamil Nadu,DHARMAPURI,2000,Whole Year,Castor seed,2913,4609
Tamil Nadu,DHARMAPURI,2000,Summer,Rice,53945,171987
Tamil Nadu,DHARMAPURI,2000,Summer,Groundnut,24472,43087
Tamil Nadu,DHARMAPURI,2000,Summer,Sesamum,12041,25471
Tamil Nadu,DHARMAPURI,2000,Summer,Sunflower,2967,5940
Tamil Nadu,DHARMAPURI,2000,Summer,Black gram,2404,7684
Tamil Nadu,DHARMAPURI,2001,Kharif,Rice,103782,401760
Tamil Nadu,DHARMAPURI,2001,Kharif,Maize,37625,153131
Tamil Nadu,DHARMAPURI,2001,Kharif,Groundnut,27868,69193
Tamil Nadu,DHARMAPURI,2001,Kharif,Jowar,3426,7042
Tamil Nadu,DHARMAPURI,2001,Kharif,Bajra,12692,9082
Tamil Nadu,DHARMAPURI,2001,Kharif,Ragi,14495,10872
Tamil Nadu,DHARMAPURI,2001,Kharif,Moong(Green Gram),6203,4081
Tamil Nadu,DHARMAPURI,2001,Kharif,Urad,2325,1135
Tamil Nadu,DHARMAPURI,2001,Kharif,Cotton(lint),6967,7589
Tamil Nadu,DHARMAPURI,2001,Kharif,Sunflower,7416,19778
Tamil Nadu,DHARMAPURI,2001,Rabi,Rice,23381,85946
Tamil Nadu,DHARMAPURI,2001,Rabi,Gram,16685,11207
Tamil Nadu,DHARMAPURI,2001,Rabi,Groundnut,31245,54799
Tamil Nadu,DHARMAPURI,2001,Rabi,Maize,26148,152352
Tamil Nadu,DHARMAPURI,2001,Rabi,Bajra,15808,22732
Tamil Nadu,DHARMAPURI,2001,Rabi,Jowar,10954,9826
Tamil Nadu,DHARMAPURI,2001,Rabi,Moong(Green Gram),25610,24423
Tamil Nadu,DHARMAPURI,2001,Rabi,Urad,27105,34316
Tamil Nadu,DHARMAPURI,2001,Rabi,Cotton(lint),15535,16881
Tamil Nadu,DHARMAPURI,2001,Rabi,Ragi,269,341
Tamil Nadu,DHARMAPURI,2001,Whole Year,Sugarcane,16848,1904459
Tamil Nadu,DHARMAPURI,2001,Whole Year,Banana,2010,52916
Tamil Nadu,DHARMAPURI,2001,Whole Year,Tapioca,12291,12090
Tamil Nadu,DHARMAPURI,2001,Whole Year,Coconut,3338,2034
Tamil Nadu,DHARMAPURI,2001,Whole Year,Cashewnut,1910,6118
Tamil Nadu,DHARMAPURI,2001,Whole Year,Turmeric,2872,7098
Tamil Nadu,DHARMAPURI,2001,Whole Year,Onion,14925,17758
Tamil Nadu,DHARMAPURI,2001,Whole Year,Dry chillies,9465,16042
Tamil Nadu,DHARMAPURI,2001,Whole Year,Coriander,9377,17585
Tamil Nadu,DHARMAPURI,2001,Whole Year,Castor seed,7959,26000
Tamil Nadu,DHARMAPURI,2001,Summer,Rice,91637,250371
Tamil Nadu,DHARMAPURI,2001,Summer,Groundnut,51858,72233
Tamil Nadu,DHARMAPURI,2001,Summer,Sesamum,17170,28879
Tamil Nadu,DHARMAPURI,2001,Summer,Sunflower,5068,14116
Tamil Nadu,DHARMAPURI,2001,Summer,Black gram,6567,12504
Tamil Nadu,DHARMAPURI,2002,Kharif,Rice,28690,71709
Tamil Nadu,DHARMAPURI,2002,Kharif,Maize,31295,63489
Tamil Nadu,DHARMAPURI,2002,Kharif,Groundnut,2544,3544
Tamil Nadu,DHARMAPURI,2002,Kharif,Jowar,11135,6791
Tamil Nadu,DHARMAPURI,2002,Kharif,Bajra,14487,10013
Tamil Nadu,DHARMAPURI,2002,Kharif,Ragi,13883,35455
Tamil Nadu,DHARMAPURI,2002,Kharif,Moong(Green Gram),15611,6642
Tamil Nadu,DHARMAPURI,2002,Kharif,Urad,26140,7708
Tamil Nadu,DHARMAPURI,2002,Kharif,Cotton(lint),6048,6063
Tamil Nadu,DHARMAPURI,2002,Kharif,Sunflower,4076,12267
Tamil Nadu,DHARMAPURI,2002,Rabi,Rice,58546,139701
Tamil Nadu,DHARMAPURI,2002,Rabi,Gram,1288,806
