District_Name,Crop_Year,Season,Temperature_Avg,Temperature_Min,Temperature_Max,Rainfall_Precipitation,Relative_Humidity,Solar_Radiation,Wind_Speed,Soil_Moisture
DINDIGUL,2000,Whole Year,25.5,18.5,32.5,1295.17,78.0,21.81,9.79,32.0
DINDIGUL,2000,Summer,27.29,21.86,32.73,114.13,66.06,24.25,10.53,19.64
DINDIGUL,2001,Kharif,25.49,19.19,31.79,609.6,73.42,21.36,14.18,29.92
DINDIGUL,2001,Rabi,22.79,17.08,28.51,639.84,83.15,18.86,12.0,37.67
DINDIGUL,2001,Whole Year,25.5,18.5,32.5,1301.92,78.0,19.61,10.3,32.0
DINDIGUL,2001,Summer,28.04,21.7,34.38,133.02,62.17,23.3,10.52,21.15
DINDIGUL,2002,Kharif,26.77,19.51,34.03,254.27,68.71,20.36,10.53,24.85
DINDIGUL,2002,Rabi,22.6,15.38,29.83,315.19,76.67,17.8,8.62,24.22
DINDIGUL,2002,Whole Year,26.4,18.5,34.3,601.58,70.0,20.28,9.67,20.8
DINDIGUL,2002,Summer,29.22,21.94,36.5,56.52,53.41,22.79,7.39,9.11
DINDIGUL,2003,Kharif,24.7,18.55,30.86,350.78,77.6,22.4,17.03,23.23
DINDIGUL,2003,Rabi,22.72,15.46,29.99,314.53,82.55,17.46,8.16,27.34
DINDIGUL,2003,Whole Year,26.4,18.5,34.3,826.8,70.0,20.55,11.44,20.8
DINDIGUL,2003,Summer,29.63,21.15,38.11,32.17,48.39,23.32,8.31,13.37
DINDIGUL,2004,Kharif,26.05,19.65,32.45,617.63,77.8,22.64,14.53,30.52
DINDIGUL,2004,Rabi,22.52,16.64,28.4,671.99,87.95,16.03,12.35,36.01
DINDIGUL,2004,Whole Year,25.5,18.5,32.5,1118.86,78.0,21.24,11.79,32.0
DINDIGUL,2004,Summer,28.88,21.63,36.12,58.53,56.59,24.15,9.97,18.57
DINDIGUL,2005,Kharif,25.65,19.71,31.6,585.73,86.37,21.44,17.75,34.86
DINDIGUL,2005,Rabi,22.61,17.24,27.98,769.78,86.59,16.06,13.8,41.81
DINDIGUL,2005,Whole Year,25.5,18.5,32.5,983.89,78.0,20.68,10.17,32.0
DINDIGUL,2005,Summer,26.98,21.43,32.53,55.41,60.42,22.35,11.45,20.24
DINDIGUL,2006,Kharif,24.38,19.24,29.52,622.26,81.45,20.11,11.59,29.8
DINDIGUL,2006,Rabi,21.59,15.61,27.56,799.95,92.53,15.83,14.0,44.63
DINDIGUL,2006,Whole Year,25.5,18.5,32.5,1343.65,78.0,20.17,10.12,32.0
DINDIGUL,2006,Summer,27.05,21.79,32.31,123.36,53.82,25.48,10.8,16.79
DINDIGUL,2007,Kharif,25.2,18.72,31.68,410.1,84.08,18.73,12.35,34.75
DINDIGUL,2007,Rabi,22.25,16.38,28.11,638.23,83.5,18.91,12.58,43.27
DINDIGUL,2007,Whole Year,25.5,18.5,32.5,1345.89,78.0,19.64,13.66,32.0
DINDIGUL,2007,Summer,26.25,20.03,32.47,47.05,53.15,23.32,11.1,13.51
DINDIGUL,2008,Kharif,25.17,18.54,31.81,606.04,83.93,18.21,13.6,31.65
DINDIGUL,2008,Rabi,21.79,16.29,27.28,516.44,89.61,16.24,13.1,36.13
DINDIGUL,2008,Whole Year,25.5,18.5,32.5,1207.36,78.0,21.48,13.11,32.0
DINDIGUL,2008,Summer,27.55,20.83,34.28,93.07,55.25,22.98,7.61,18.39
DINDIGUL,2009,Kharif,24.51,18.85,30.17,461.12,74.33,18.65,16.63,33.15
DINDIGUL,2009,Rabi,23.29,17.7,28.89,487.85,86.17,18.89,9.09,44.4
DINDIGUL,2009,Whole Year,25.5,18.5,32.5,1306.68,78.0,20.28,11.97,32.0
DINDIGUL,2009,Summer,28.91,20.98,36.83,36.04,55.8,26.37,9.15,14.64
DINDIGUL,2010,Kharif,25.08,19.78,30.39,485.72,81.45,21.27,13.33,48.42
DINDIGUL,2010,Rabi,21.54,16.61,26.46,596.83,94.93,17.54,12.25,45.42
DINDIGUL,2010,Whole Year,25.5,18.5,32.5,1818.98,83.0,19.34,9.16,40.0
DINDIGUL,2010,Summer,28.29,20.52,36.06,111.36,72.34,22.51,7.98,23.66
DINDIGUL,2011,Kharif,25.19,18.67,31.71,737.46,78.37,21.22,12.01,43.14
DINDIGUL,2011,Rabi,21.97,15.79,28.16,675.07,91.55,18.67,13.09,44.11
DINDIGUL,2011,Whole Year,25.5,18.5,32.5,1614.31,83.0,19.32,12.27,40.0
DINDIGUL,2011,Summer,27.17,20.76,33.58,100.61,61.27,23.15,10.84,19.8
DINDIGUL,2012,Kharif,23.72,18.32,29.12,410.35,75.66,22.45,13.43,34.18
DINDIGUL,2012,Rabi,21.83,17.27,26.39,644.41,85.83,18.72,10.86,33.77
DINDIGUL,2012,Whole Year,25.5,18.5,32.5,971.42,78.0,19.7,10.6,32.0
DINDIGUL,2012,Summer,27.89,21.59,34.19,130.06,67.28,25.61,9.13,21.5
DINDIGUL,2013,Kharif,24.16,18.67,29.66,612.34,75.32,19.68,17.83,29.91
DINDIGUL,2013,Rabi,22.52,16.11,28.93,680.97,89.63,17.49,11.33,44.15
DINDIGUL,2013,Whole Year,25.5,18.5,32.5,1221.0,78.0,20.99,12.69,32.0
DINDIGUL,2013,Summer,29.14,20.94,37.33,31.43,62.07,24.77,7.09,21.79
ERODE,1997,Kharif,28.11,22.35,33.88,258.93,69.16,19.71,16.85,20.89
ERODE,1997,Rabi,25.47,19.55,31.39,351.6,70.68,18.93,10.07,23.8
ERODE,1997,Whole Year,29.5,22.5,36.5,585.34,64.0,20.48,9.16,22.0
ERODE,1997,Summer,33.25,25.09,41.42,51.7,53.35,23.19,7.24,14.62
ERODE,1998,Kharif,28.39,23.52,33.26,368.27,66.31,20.03,17.42,23.37
ERODE,1998,Rabi,26.77,21.16,32.38,307.67,73.43,18.21,13.59,27.33
ERODE,1998,Whole Year,29.5,22.5,36.5,721.39,64.0,19.23,12.09,22.0
ERODE,1998,Summer,32.22,25.35,39.09,68.75,44.4,22.44,8.99,10.12
ERODE,1999,Kharif,28.79,23.7,33.88,360.69,69.69,22.54,14.05,18.71
ERODE,1999,Rabi,26.17,21.9,30.43,430.79,71.02,15.41,13.17,24.01
ERODE,1999,Whole Year,29.5,22.5,36.5,720.7,64.0,20.02,13.48,22.0
ERODE,1999,Summer,31.66,24.59,38.72,76.93,43.1,25.64,11.89,10.14
ERODE,2000,Kharif,29.41,23.6,35.23,293.63,72.04,18.78,13.4,23.35
ERODE,2000,Rabi,25.4,20.61,30.2,277.69,70.54,17.38,10.57,23.57
ERODE,2000,Whole Year,29.5,22.5,36.5,788.16,64.0,21.41,10.05,22.0
ERODE,2000,Summer,30.47,24.55,36.38,76.44,39.56,22.7,10.93,9.44
ERODE,2001,Kharif,28.44,22.08,34.81,294.1,70.46,19.24,13.19,19.32
ERODE,2001,Rabi,26.28,20.16,32.4,448.0,74.36,18.06,8.9,28.54
ERODE,2001,Whole Year,29.5,22.5,36.5,577.31,64.0,19.58,12.17,22.0
ERODE,2001,Summer,31.91,25.36,38.46,74.38,45.43,23.8,9.33,14.4
ERODE,2002,Kharif,30.67,23.03,38.3,146.58,59.01,19.85,14.73,15.45
ERODE,2002,Rabi,26.83,20.29,33.38,211.11,70.1,16.07,10.6,15.51
ERODE,2002,Whole Year,30.4,22.5,38.3,403.01,56.0,19.75,12.35,14.3
ERODE,2002,Summer,32.02,24.58,39.46,51.16,41.74,25.73,8.46,7.49
ERODE,2003,Kharif,29.85,22.67,37.03,173.44,62.91,21.54,17.31,13.48
ERODE,2003,Rabi,28.38,21.95,34.8,186.29,61.43,15.99,12.01,17.66
ERODE,2003,Whole Year,30.4,22.5,38.3,381.32,56.0,19.56,11.22,14.3
ERODE,2003,Summer,31.89,25.97,37.81,35.95,41.12,22.11,9.3,9.73
ERODE,2004,Kharif,28.75,23.49,34.0,282.47,61.23,21.19,16.71,20.41
ERODE,2004,Rabi,26.34,20.02,32.66,460.39,74.53,15.61,11.96,28.47
ERODE,2004,Whole Year,29.5,22.5,36.5,793.24,64.0,21.8,12.08,22.0
ERODE,2004,Summer,32.04,25.07,39.02,39.5,53.14,25.23,7.1,9.22
ERODE,2005,Kharif,30.03,23.33,36.72,285.09,62.23,22.49,14.57,21.95
ERODE,2005,Rabi,25.59,19.85,31.32,418.52,71.18,15.6,10.77,24.81
ERODE,2005,Whole Year,29.5,22.5,36.5,750.28,64.0,21.37,13.51,22.0
ERODE,2005,Summer,31.26,24.48,38.05,67.56,46.05,26.08,10.53,9.79
ERODE,2006,Kharif,29.51,23.84,35.18,264.68,61.52,21.99,13.0,19.46
ERODE,2006,Rabi,26.62,21.21,32.03,398.67,71.62,16.36,8.3,30.39
ERODE,2006,Whole Year,29.5,22.5,36.5,670.22,64.0,21.79,13.07,22.0
ERODE,2006,Summer,32.75,25.33,40.16,50.02,39.35,24.87,9.6,13.01
ERODE,2007,Kharif,28.89,23.56,34.23,324.75,60.26,19.51,14.96,27.46
ERODE,2007,Rabi,25.86,19.22,32.5,363.08,77.05,17.24,10.75,23.97
ERODE,2007,Whole Year,29.5,22.5,36.5,849.87,64.0,20.79,12.38,22.0
ERODE,2007,Summer,32.15,25.72,38.59,83.96,42.63,25.97,8.98,9.24
ERODE,2008,Kharif,28.9,23.3,34.5,253.63,66.9,18.96,17.5,26.69
ERODE,2008,Rabi,26.58,21.22,31.95,363.16,71.5,18.59,9.39,27.5
ERODE,2008,Whole Year,29.5,22.5,36.5,672.58,64.0,21.48,12.1,22.0
ERODE,2008,Summer,31.21,24.33,38.09,18.05,50.68,25.66,8.58,10.91
ERODE,2009,Kharif,28.6,23.1,34.1,341.07,63.83,21.02,13.61,21.23
ERODE,2009,Rabi,26.35,21.2,31.51,292.93,72.46,15.16,12.74,22.38
ERODE,2009,Whole Year,29.5,22.5,36.5,827.21,64.0,19.14,13.24,22.0
ERODE,2009,Summer,31.87,24.71,39.04,27.3,50.15,25.11,9.56,12.19
ERODE,2010,Kharif,29.32,23.73,34.9,394.68,65.83,22.87,16.64,26.87
ERODE,2010,Rabi,25.99,20.31,31.68,348.03,78.38,15.83,10.0,37.88
ERODE,2010,Whole Year,29.5,22.5,36.5,955.22,69.0,19.2,12.36,27.5
ERODE,2010,Summer,30.5,24.0,37.01,83.83,46.64,25.8,10.54,18.51
ERODE,2011,Kharif,28.6,23.94,33.26,292.3,64.65,18.6,16.54,33.24
ERODE,2011,Rabi,26.93,20.99,32.87,446.09,75.72,17.73,10.52,27.71
ERODE,2011,Whole Year,29.5,22.5,36.5,1110.6,69.0,20.79,12.07,27.5
ERODE,2011,Summer,32.52,24.03,41.0,55.05,58.37,23.0,8.76,18.92
ERODE,2012,Kharif,27.65,22.22,33.09,372.19,62.86,21.88,10.93,20.64
ERODE,2012,Rabi,26.3,20.48,32.11,325.48,77.73,18.76,8.74,28.32
ERODE,2012,Whole Year,29.5,22.5,36.5,613.99,64.0,20.02,13.1,22.0
ERODE,2012,Summer,33.39,25.33,41.44,45.72,49.35,26.45,9.21,13.69
ERODE,2013,Kharif,28.31,22.8,33.81,288.05,60.16,21.54,14.15,19.78
ERODE,2013,Rabi,26.06,19.7,32.41,419.45,72.29,17.89,11.47,26.79
ERODE,2013,Whole Year,29.5,22.5,36.5,762.84,64.0,20.89,13.0,22.0
ERODE,2013,Summer,32.19,24.03,40.36,47.82,47.07,22.13,7.8,10.31
KANCHIPURAM,1997,Kharif,30.04,23.02,37.05,288.85,72.48,19.07,12.38,27.3
KANCHIPURAM,1997,Rabi,27.41,21.2,33.62,360.0,79.97,17.4,13.58,30.16
KANCHIPURAM,1997,Whole Year,30.5,23.5,37.5,861.36,70.0,19.88,10.08,25.0
KANCHIPURAM,1997,Summer,32.85,25.08,40.62,48.89,48.82,23.3,9.52,10.19
KANCHIPURAM,1998,Kharif,30.57,23.31,37.83,448.76,67.57,22.13,12.78,30.61
KANCHIPURAM,1998,Rabi,26.69,22.1,31.27,572.77,76.17,17.17,10.26,32.57
KANCHIPURAM,1998,Whole Year,30.5,23.5,37.5,1011.6,70.0,21.33,9.32,25.0
KANCHIPURAM,1998,Summer,32.54,25.28,39.8,41.44,55.52,26.06,7.03,16.01
KANCHIPURAM,1999,Kharif,29.08,23.15,35.0,439.1,67.42,18.08,14.84,27.71
KANCHIPURAM,1999,Rabi,27.54,22.55,32.54,428.28,75.76,17.03,11.51,27.17
KANCHIPURAM,1999,Whole Year,30.5,23.5,37.5,1008.24,70.0,19.22,11.75,25.0
KANCHIPURAM,1999,Summer,33.0,26.39,39.62,100.99,49.95,22.67,11.43,12.8
KANCHIPURAM,2000,Kharif,30.16,24.32,36.01,302.93,78.71,20.34,13.15,22.96
KANCHIPURAM,2000,Rabi,27.23,20.59,33.86,577.93,76.61,18.01,9.22,25.39
KANCHIPURAM,2000,Whole Year,30.5,23.5,37.5,914.29,70.0,21.01,9.62,25.0
KANCHIPURAM,2000,Summer,33.93,25.79,42.06,40.54,53.58,24.24,11.16,15.79
KANCHIPURAM,2001,Kharif,30.09,23.46,36.72,394.01,72.63,19.85,14.11,29.79
KANCHIPURAM,2001,Rabi,27.62,21.29,33.96,353.18,79.41,15.8,10.19,32.9
KANCHIPURAM,2001,Whole Year,30.5,23.5,37.5,1039.52,70.0,19.1,13.77,25.0
KANCHIPURAM,2001,Summer,33.84,25.26,42.43,55.36,52.55,22.76,8.98,10.95
KANCHIPURAM,2002,Kharif,30.7,23.27,38.12,172.57,70.19,18.4,17.42,14.5
KANCHIPURAM,2002,Rabi,27.79,20.85,34.74,330.64,72.65,16.4,9.65,22.4
KANCHIPURAM,2002,Whole Year,31.4,23.5,39.3,539.03,62.0,21.53,12.62,16.25
KANCHIPURAM,2002,Summer,35.16,25.69,44.62,43.21,41.0,25.82,7.23,11.36
KANCHIPURAM,2003,Kharif,31.54,24.48,38.61,280.9,68.45,19.15,12.9,16.5
KANCHIPURAM,2003,Rabi,27.92,21.24,34.61,331.61,75.6,15.36,9.64,18.48
KANCHIPURAM,2003,Whole Year,31.4,23.5,39.3,444.55,62.0,20.25,10.79,16.25
KANCHIPURAM,2003,Summer,32.68,25.95,39.4,35.19,43.04,25.62,10.83,8.47
KANCHIPURAM,2004,Kharif,29.19,24.22,34.15,275.85,78.09,22.03,10.17,30.08
KANCHIPURAM,2004,Rabi,27.28,21.16,33.41,464.46,76.51,16.43,10.7,32.54
KANCHIPURAM,2004,Whole Year,30.5,23.5,37.5,1035.07,70.0,21.22,11.38,25.0
KANCHIPURAM,2004,Summer,32.22,25.67,38.77,109.32,57.48,25.26,7.77,12.11
KANCHIPURAM,2005,Kharif,30.21,23.5,36.92,285.09,75.18,19.02,17.78,27.28
KANCHIPURAM,2005,Rabi,27.31,22.99,31.63,380.1,77.47,17.23,9.23,29.13
KANCHIPURAM,2005,Whole Year,30.5,23.5,37.5,799.78,70.0,21.0,11.84,25.0
KANCHIPURAM,2005,Summer,34.27,25.74,42.8,57.35,56.77,26.49,7.29,16.08
KANCHIPURAM,2006,Kharif,30.67,24.68,36.66,362.21,77.59,21.66,11.38,27.9
KANCHIPURAM,2006,Rabi,26.93,22.35,31.51,335.12,76.14,17.82,13.95,31.76
KANCHIPURAM,2006,Whole Year,30.5,23.5,37.5,996.72,70.0,21.35,13.45,25.0
KANCHIPURAM,2006,Summer,33.55,26.46,40.63,41.21,52.12,22.94,7.32,10.66
KANCHIPURAM,2007,Kharif,28.54,23.05,34.02,409.99,78.31,19.97,15.66,24.74
KANCHIPURAM,2007,Rabi,27.61,21.41,33.81,322.21,77.67,15.42,10.98,32.7
KANCHIPURAM,2007,Whole Year,30.5,23.5,37.5,1095.39,70.0,19.47,9.22,25.0
KANCHIPURAM,2007,Summer,34.77,26.72,42.81,50.35,55.99,25.31,7.6,12.62
KANCHIPURAM,2008,Kharif,31.3,24.71,37.9,320.56,69.04,21.17,10.13,27.79
KANCHIPURAM,2008,Rabi,26.6,21.64,31.55,459.46,84.99,18.36,13.84,34.26
KANCHIPURAM,2008,Whole Year,30.5,23.5,37.5,1037.91,70.0,20.0,12.65,25.0
KANCHIPURAM,2008,Summer,32.9,26.22,39.58,99.22,56.92,23.33,11.65,15.25
KANCHIPURAM,2009,Kharif,29.68,24.87,34.49,385.56,76.98,21.96,13.4,23.84
KANCHIPURAM,2009,Rabi,27.23,20.64,33.83,446.41,76.37,17.44,8.43,31.12
KANCHIPURAM,2009,Whole Year,30.5,23.5,37.5,799.64,70.0,20.55,12.13,25.0
KANCHIPURAM,2009,Summer,34.04,26.11,41.96,55.17,57.67,24.09,11.82,16.6
KANCHIPURAM,2010,Kharif,29.67,24.38,34.97,473.6,79.83,22.63,14.91,37.01
KANCHIPURAM,2010,Rabi,26.11,20.91,31.3,760.23,82.0,16.47,13.04,43.49
KANCHIPURAM,2010,Whole Year,30.5,23.5,37.5,1105.4,75.0,20.15,11.43,31.25
KANCHIPURAM,2010,Summer,33.75,26.0,41.5,122.52,50.13,25.62,8.5,15.86
KANCHIPURAM,2011,Kharif,30.26,23.76,36.75,360.7,75.16,19.01,14.06,28.67
KANCHIPURAM,2011,Rabi,26.83,21.26,32.4,564.18,86.49,16.67,10.4,39.39
KANCHIPURAM,2011,Whole Year,30.5,23.5,37.5,984.21,75.0,20.3,9.98,31.25
KANCHIPURAM,2011,Summer,32.07,26.92,37.21,47.95,58.49,24.55,10.98,18.2
KANCHIPURAM,2012,Kharif,29.05,23.96,34.15,323.38,75.38,19.35,14.75,27.29
KANCHIPURAM,2012,Rabi,27.4,22.08,32.71,344.35,82.27,15.09,8.21,33.7
KANCHIPURAM,2012,Whole Year,30.5,23.5,37.5,949.55,70.0,19.49,12.01,25.0
KANCHIPURAM,2012,Summer,32.44,26.26,38.62,93.74,52.84,23.32,11.72,11.24
KANCHIPURAM,2013,Kharif,29.55,24.72,34.39,285.08,68.79,21.49,15.37,28.88
KANCHIPURAM,2013,Rabi,26.88,21.27,32.48,442.62,83.75,16.37,13.35,27.76
KANCHIPURAM,2013,Whole Year,30.5,23.5,37.5,793.89,70.0,19.77,11.5,25.0
KANCHIPURAM,2013,Summer,31.61,25.15,38.06,73.3,56.73,25.05,9.33,15.5
KANNIYAKUMARI,1997,Kharif,24.31,18.29,30.34,606.2,80.03,22.68,11.84,38.68
KANNIYAKUMARI,1997,Rabi,22.63,17.0,28.25,793.57,92.12,16.85,10.07,39.84
KANNIYAKUMARI,1997,Whole Year,25.5,18.5,32.5,1298.79,78.0,20.62,13.24,32.0
KANNIYAKUMARI,1997,Summer,28.74,21.88,35.6,89.31,67.41,22.06,10.03,13.93
KANNIYAKUMARI,1998,Kharif,25.63,18.46,32.8,387.1,84.98,20.96,13.58,35.52
KANNIYAKUMARI,1998,Rabi,22.25,15.59,28.91,669.51,90.47,17.43,11.39,32.83
KANNIYAKUMARI,1998,Whole Year,25.5,18.5,32.5,1034.44,78.0,20.14,12.25,32.0
KANNIYAKUMARI,1998,Summer,28.56,21.85,35.27,30.32,56.51,25.0,9.6,18.28
KANNIYAKUMARI,1999,Kharif,25.38,18.13,32.63,564.31,78.04,18.54,12.57,36.83
KANNIYAKUMARI,1999,Rabi,22.14,16.17,28.12,445.67,84.58,17.66,10.23,36.73
KANNIYAKUMARI,1999,Whole Year,25.5,18.5,32.5,1148.48,78.0,21.39,12.5,32.0
KANNIYAKUMARI,1999,Summer,27.93,21.79,34.07,106.43,53.36,26.11,8.24,13.43
KANNIYAKUMARI,2000,Kharif,24.74,18.85,30.63,388.82,82.77,18.8,12.81,37.37
KANNIYAKUMARI,2000,Rabi,21.88,15.95,27.82,778.51,84.25,17.76,8.7,33.75
KANNIYAKUMARI,2000,Whole Year,25.5,18.5,32.5,1203.08,78.0,19.07,11.5,32.0
KANNIYAKUMARI,2000,Summer,28.8,21.98,35.61,64.74,66.75,25.51,8.95,17.06
KANNIYAKUMARI,2001,Kharif,24.29,19.25,29.33,468.46,82.98,22.52,16.11,28.21
KANNIYAKUMARI,2001,Rabi,21.82,17.5,26.13,451.34,87.81,15.88,11.89,32.41
KANNIYAKUMARI,2001,Whole Year,25.5,18.5,32.5,1371.48,78.0,21.03,13.85,32.0
KANNIYAKUMARI,2001,Summer,28.13,20.09,36.16,47.01,64.67,23.25,9.13,18.28
KANNIYAKUMARI,2002,Kharif,24.87,18.63,31.1,307.1,65.89,22.14,10.32,20.93
KANNIYAKUMARI,2002,Rabi,23.13,16.74,29.51,265.01,84.33,16.53,10.38,22.82
KANNIYAKUMARI,2002,Whole Year,26.4,18.5,34.3,800.85,70.0,19.02,9.53,20.8
KANNIYAKUMARI,2002,Summer,30.33,21.06,39.61,19.74,59.07,25.22,10.68,13.92
KANNIYAKUMARI,2003,Kharif,25.63,18.85,32.41,279.55,71.47,22.87,13.04,18.48
KANNIYAKUMARI,2003,Rabi,23.91,17.13,30.68,345.52,78.16,16.24,8.05,26.07
KANNIYAKUMARI,2003,Whole Year,26.4,18.5,34.3,784.59,70.0,20.06,13.36,20.8
KANNIYAKUMARI,2003,Summer,28.96,20.51,37.41,65.93,48.46,24.37,8.99,9.1
KANNIYAKUMARI,2004,Kharif,25.2,19.19,31.2,608.98,75.32,21.78,11.93,39.45
KANNIYAKUMARI,2004,Rabi,21.76,16.22,27.3,543.04,85.02,17.86,11.82,43.39
KANNIYAKUMARI,2004,Whole Year,25.5,18.5,32.5,1246.72,78.0,19.51,12.41,32.0
KANNIYAKUMARI,2004,Summer,29.09,20.24,37.94,107.72,63.66,24.54,9.57,17.71
KANNIYAKUMARI,2005,Kharif,24.81,19.84,29.78,486.95,84.97,18.91,11.31,36.93
KANNIYAKUMARI,2005,Rabi,21.69,15.93,27.46,423.51,87.73,18.34,8.06,33.31
KANNIYAKUMARI,2005,Whole Year,25.5,18.5,32.5,1348.48,78.0,20.58,12.31,32.0
KANNIYAKUMARI,2005,Summer,27.16,20.51,33.8,63.12,64.04,22.75,8.52,21.95
KANNIYAKUMARI,2006,Kharif,24.9,19.83,29.96,427.59,75.31,18.39,11.29,33.96
KANNIYAKUMARI,2006,Rabi,21.43,16.21,26.65,606.33,83.06,17.41,8.01,40.23
KANNIYAKUMARI,2006,Whole Year,25.5,18.5,32.5,1191.99,78.0,19.33,9.44,32.0
KANNIYAKUMARI,2006,Summer,28.65,21.99,35.31,121.71,55.15,24.56,11.44,21.08
KANNIYAKUMARI,2007,Kharif,24.53,18.6,30.45,574.23,78.88,20.02,15.42,39.08
KANNIYAKUMARI,2007,Rabi,21.52,16.5,26.53,460.64,86.02,16.83,9.79,41.11
KANNIYAKUMARI,2007,Whole Year,25.5,18.5,32.5,1220.47,78.0,20.22,10.07,32.0
KANNIYAKUMARI,2007,Summer,28.42,20.79,36.04,119.14,53.14,23.04,7.08,17.6
KANNIYAKUMARI,2008,Kharif,24.07,18.15,30.0,553.69,77.79,19.96,17.58,33.1
KANNIYAKUMARI,2008,Rabi,21.74,15.82,27.65,711.21,86.17,18.51,11.29,35.96
KANNIYAKUMARI,2008,Whole Year,25.5,18.5,32.5,978.34,78.0,19.04,10.77,32.0
KANNIYAKUMARI,2008,Summer,26.94,21.57,32.32,92.49,53.17,23.9,9.76,14.91
KANNIYAKUMARI,2009,Kharif,24.95,19.59,30.31,576.49,87.41,21.7,10.16,32.81
KANNIYAKUMARI,2009,Rabi,22.77,16.74,28.81,703.81,90.14,17.26,11.88,40.94
KANNIYAKUMARI,2009,Whole Year,25.5,18.5,32.5,1225.23,78.0,21.53,9.18,32.0
KANNIYAKUMARI,2009,Summer,28.38,20.12,36.64,89.74,55.1,25.73,9.1,20.86
KANNIYAKUMARI,2010,Kharif,25.25,19.62,30.88,523.77,79.87,22.47,12.94,44.95
KANNIYAKUMARI,2010,Rabi,22.25,16.87,27.63,706.59,95.43,18.15,10.58,53.75
KANNIYAKUMARI,2010,Whole Year,25.5,18.5,32.5,1469.71,83.0,21.29,12.25,40.0
KANNIYAKUMARI,2010,Summer,29.21,21.09,37.33,123.14,60.4,25.3,9.66,19.92
KANNIYAKUMARI,2011,Kharif,23.66,18.1,29.23,771.7,85.6,21.74,12.67,40.15
KANNIYAKUMARI,2011,Rabi,23.15,17.43,28.86,546.86,91.87,16.34,12.88,48.03
KANNIYAKUMARI,2011,Whole Year,25.5,18.5,32.5,1353.52,83.0,20.53,10.18,40.0
KANNIYAKUMARI,2011,Summer,28.62,21.97,35.27,91.41,69.42,22.78,9.27,26.44
KANNIYAKUMARI,2012,Kharif,23.75,18.48,29.02,546.57,74.09,20.74,16.24,33.0
KANNIYAKUMARI,2012,Rabi,22.84,16.87,28.82,415.0,84.06,18.48,13.32,36.77
KANNIYAKUMARI,2012,Whole Year,25.5,18.5,32.5,1219.29,78.0,19.49,13.42,32.0
KANNIYAKUMARI,2012,Summer,28.22,21.06,35.38,42.4,58.78,25.13,8.47,21.4
KANNIYAKUMARI,2013,Kharif,26.09,19.59,32.59,538.56,85.46,21.5,13.43,31.44
KANNIYAKUMARI,2013,Rabi,21.35,15.8,26.89,428.14,85.47,18.02,12.76,35.54
KANNIYAKUMARI,2013,Whole Year,25.5,18.5,32.5,1117.4,78.0,20.65,10.31,32.0
KANNIYAKUMARI,2013,Summer,27.24,20.79,33.69,42.72,65.68,23.13,7.84,22.15
KARUR,1997,Kharif,28.2,22.68,33.72,274.85,63.04,21.42,16.94,22.23
KARUR,1997,Rabi,25.95,20.71,31.2,350.6,69.36,17.37,13.71,28.91
KARUR,1997,Whole Year,29.5,22.5,36.5,824.09,64.0,19.69,12.04,22.0
KARUR,1997,Summer,30.31,24.21,36.41,77.92,53.03,26.42,7.42,11.23
KARUR,1998,Kharif,28.56,23.89,33.23,351.29,59.95,21.96,17.26,26.93
KARUR,1998,Rabi,26.14,19.41,32.87,254.45,78.97,15.08,9.0,22.71
KARUR,1998,Whole Year,29.5,22.5,36.5,790.27,64.0,19.26,10.46,22.0
KARUR,1998,Summer,31.86,24.72,38.99,26.7,46.18,23.53,9.93,12.35
KARUR,1999,Kharif,29.24,22.02,36.45,202.23,61.64,22.57,14.32,25.38
KARUR,1999,Rabi,26.42,20.49,32.36,274.04,76.38,18.48,9.59,25.24
KARUR,1999,Whole Year,29.5,22.5,36.5,746.09,64.0,21.6,13.54,22.0
KARUR,1999,Summer,32.44,24.93,39.95,77.62,50.53,25.71,8.31,12.63
KARUR,2000,Kharif,28.59,22.13,35.05,217.74,72.44,20.92,10.57,18.79
KARUR,2000,Rabi,25.79,21.22,30.36,393.95,74.97,18.36,11.08,24.23
KARUR,2000,Whole Year,29.5,22.5,36.5,590.48,64.0,19.03,13.63,22.0
KARUR,2000,Summer,32.35,25.71,39.0,72.22,40.07,22.91,8.16,9.99
KARUR,2001,Kharif,29.25,23.68,34.82,311.48,69.59,19.64,14.99,18.72
KARUR,2001,Rabi,25.97,19.34,32.61,373.55,71.43,18.89,12.86,22.15
KARUR,2001,Whole Year,29.5,22.5,36.5,711.26,64.0,19.31,9.66,22.0
KARUR,2001,Summer,33.06,26.0,40.13,34.73,49.43,22.21,7.04,14.03
KARUR,2002,Kharif,29.5,22.68,36.33,128.21,62.64,22.63,14.22,12.95
KARUR,2002,Rabi,26.03,20.04,32.01,169.18,65.71,16.0,13.58,18.93
KARUR,2002,Whole Year,30.4,22.5,38.3,393.43,56.0,21.89,10.89,14.3
KARUR,2002,Summer,33.02,24.86,41.18,37.31,42.35,26.15,8.33,8.57
KARUR,2003,Kharif,30.4,22.47,38.33,168.34,61.68,18.43,16.22,16.48
KARUR,2003,Rabi,26.75,20.77,32.74,200.34,61.91,17.55,13.48,18.11
KARUR,2003,Whole Year,30.4,22.5,38.3,445.91,56.0,21.97,11.71,14.3
KARUR,2003,Summer,33.67,25.31,42.03,31.99,31.42,26.04,11.73,5.72
